uri,track_number,track_name,album,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,lyrics-url
spotify:track:0YeDG5HnKnG7jpArkzsSPa,16,hoax,folklore (deluxe version),Taylor Swift,False,0.676,0.178,8,-15.01,0.0394,0.964,7.9e-06,0.135,0.404,118.84,220040,"['TranslationsTürkçeEspañolHrvatskiРусскийPortuguêsفارسیItalianoMagyarTaylor Swift - hoax (Ελληνική μετάφραση/Greek Translation)Taylor Swift - hoax (Deutsche Übersetzung)Français\u200bhoax Lyrics[Verse 1]', 'My only one', 'My smoking gun', 'My eclipsed sun', 'This has broken me down', 'My twisted knife', 'My sleepless night', 'My\u2005winless\u2005fight', 'This has frozen\u2005my ground', '', '[Chorus]', 'Stood on the cliffside screaming,\u2005""Give me a reason""', ""Your faithless love's the only hoax I\u205fbelieve\u205fin"", ""Don't\u205fwant no other\u205fshade of blue\u205fbut you"", 'No other sadness in the world would do', '[Verse 2]', 'My best laid plan', 'Your sleight of hand', 'My barren land', 'I am ash from your fire', '', '[Chorus]', 'Stood on the cliffside screaming, ""Give me a reason""', ""Your faithless love's the only hoax I believe in"", ""Don't want no other shade of blue but you"", 'No other sadness in the world would do', '', '[Bridge]', 'You know I left a part of me back in New York', ""You knew the hero died so what's the movie for?"", 'You knew it still hurts underneath my scars', 'From when they pulled me apart', 'You knew the password so I let you in the door', ""You knew you won so what's the point of keeping score?"", 'You knew it still hurts underneath my scars', 'From when they pulled me apart', 'But what you did was just as dark', '(Ah, ah, ah)', 'Darling, this was just as hard', 'As when they pulled me apart', 'You might also like[Outro]', 'My only one', 'My kingdom come undone', 'My broken drum', 'You have beaten my heart', ""Don't want no other shade of blue but you"", 'No other sadness in the world would do56Embed']",https://genius.com/Taylor-swift-hoax-lyrics
spotify:track:0eFQWVz0qIxDOvhLpZ40P7,17,the lakes - bonus track,folklore (deluxe version),Taylor Swift,False,0.313,0.258,2,-11.532,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,211813,"['TranslationsTürkçeEspañolСрпскиРусскийPortuguêsItalianoHrvatskiΕλληνικά\u200bthe lakes Lyrics[Verse 1]', 'Is it romantic how all my elegies eulogize me?', ""I'm not cut out for all these\u2005cynical\u2005clones"", 'These hunters with\u2005cell phones', '', '[Chorus]', 'Take me to the Lakes\u2005where all the poets went to die', ""I don't belong and,\u205fmy\u205fbeloved,\u205fneither do you"", 'Those\u205fWindermere peaks look\u205flike a perfect place to cry', ""I'm setting off, but not without my muse"", '[Verse 2]', 'What should be over burrowed under my skin', 'In heart-stopping waves of hurt', ""I've come too far to watch some namedropping sleaze"", 'Tell me what are my words worth', '', '[Chorus]', 'Take me to the Lakes where all the poets went to die', ""I don't belong and, my beloved, neither do you"", 'Those Windermere peaks look like a perfect place to cry', ""I'm setting off, but not without my muse"", '', '[Bridge]', 'I want auroras and sad prose', 'I want to watch wisteria grow right over my bare feet', ""'Cause I haven't moved in years"", 'And I want you right here', 'A red rose grew up out of ice frozen ground', 'With no one around to tweet it', 'While I bathe in cliffside pools', 'With my calamitous love and insurmountable grief', '', '[Chorus]', 'Take me to the Lakes where all the poets went to die', ""I don't belong and, my beloved, neither do you"", 'Those Windermere peaks look like a perfect place to cry', ""I'm setting off, but not without my muse"", 'No, not without youYou might also like62Embed']",https://genius.com/Taylor-swift-the-lakes-lyrics
spotify:track:43rA71bccXFGD4C8GOpIlN,1,I Forgot That You Existed,Lover,Taylor Swift,False,0.664,0.316,5,-10.345,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,"['TranslationsEspañolHrvatskiPortuguêsPolskiTaylor Swift - I Forgot That You Existed (Traduzione Italiana)DeutschFrançaisTaylor Swift - I Forgot That You Existed (ترجمه ی فارسی)I Forgot That You Existed Lyrics[Verse 1]', 'How many days did I spend thinking', ""'Bout how you did me wrong, wrong, wrong?"", 'Lived in\u2005the\u2005shade you were\u2005throwing', ""'Til all of my sunshine was\u2005gone, gone, gone"", ""And I couldn't get away from ya"", 'In my feelings more than Drake, so yeah', 'Your name on my lips, tongue-tied', 'Free rent, living in my mind', '', '[Pre-Chorus]', 'But then something happened one magical night', '[Chorus]', 'I forgot that you existed', ""And I thought that it would kill me, but it didn't"", 'And it was so nice', 'So peaceful and quiet', 'I forgot that you existed', ""It isn't love, it isn't hate, it's just indifference"", 'I forgot that you', '', '[Verse 2]', 'Got out some popcorn', 'As soon as my rep started going down, down, down', 'Laughed on the school yard', 'As soon as I tripped up and hit the ground, ground, ground', ""And I would've stuck around for ya"", ""Would've fought the whole town, so yeah"", ""Would've been right there, front row"", 'Even if nobody came to your show', '', '[Pre-Chorus]', 'But you showed who you are, then one magical night', '', '[Chorus]', 'I forgot that you existed', ""And I thought that it would kill me, but it didn't"", 'And it was so nice', 'So peaceful and quiet', 'I forgot that you existed', ""It isn't love, it isn't hate, it's just indifference"", 'I forgot that you', 'You might also like[Bridge]', 'Sent me a clear message', 'Taught me some hard lessons', 'I just forget what they were', ""It's all just a blur"", '', '[Chorus]', 'I forgot that you existed', ""And I thought that it would kill me, but it didn't"", 'And it was so nice', 'So peaceful and quiet', 'I forgot that you existed', 'I did, I did, I did', ""It isn't hate, it's just indifference"", ""It isn't love, it isn't hate, it's just indifference"", 'So, yeah59Embed']",https://genius.com/Taylor-swift-i-forgot-that-you-existed-lyrics
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,2,Cruel Summer,Lover,Taylor Swift,False,0.552,0.702,9,-5.707,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,"['TranslationsTürkçeEspañolHrvatskiPortuguêsPolskiItalianoMagyarDeutschFrançaisفارسیEnglishCruel Summer Lyrics[Intro]', '(Yeah, yeah, yeah, yeah)', '', '[Verse 1]', 'Fever dream high in the quiet of the night', ""You know that I caught it (Oh yeah, you're right, I want it)"", 'Bad, bad boy, shiny toy with a price', ""You know that I bought it (Oh yeah, you're right, I want it)"", '', '[Pre-Chorus]', 'Killing me slow, out the window', ""I'm always waiting for you to be waiting below"", 'Devils roll the dice, angels roll their eyes', ""What doesn't kill me makes me want you more"", '[Chorus]', ""And it's new, the shape of your body"", ""It's blue, the feeling I've got"", ""And it's ooh, whoa oh"", ""It's a cruel summer"", ""It's cool, that's what I tell 'em"", 'No rules in breakable heaven', 'But ooh, whoa oh', ""It's a cruel summer"", 'With you', '', '[Verse 2]', 'Hang your head low in the glow of the vending machine', ""I'm not dying (Oh yeah, you're right, I want it)"", ""We say that we'll just screw it up in these trying times"", ""We're not trying (Oh yeah, you're right, I want it)"", '', '[Pre-Chorus 2]', ""So cut the headlights, summer's a knife"", ""I'm always waiting for you just to cut to the bone"", 'Devils roll the dice, angels roll their eyes', ""And if I bleed, you'll be the last to know"", '', '[Chorus]', ""Oh, it's new, the shape of your body"", ""It's blue, the feeling I've got"", ""And it's ooh, whoa oh"", ""It's a cruel summer"", ""It's cool, that's what I tell 'em"", 'No rules in breakable heaven', 'But ooh, whoa oh', ""It's a cruel summer"", 'With you', 'You might also like[Bridge]', ""I'm drunk in the back of the car"", 'And I cried like a baby coming home from the bar (Oh)', 'Said, ""I\'m fine,"" but it wasn\'t true', ""I don't wanna keep secrets just to keep you"", 'And I snuck in through the garden gate', 'Every night that summer just to seal my fate (Oh)', 'And I scream, ""For whatever it\'s worth', 'I love you, ain\'t that the worst thing you ever heard?""', 'He looks up, grinning like a devil', '', '[Chorus]', ""It's new, the shape of your body"", ""It's blue, the feeling I've got"", ""And it's ooh, whoa oh"", ""It's a cruel summer"", ""It's cool, that's what I tell 'em"", 'No rules in breakable heaven', 'But ooh, whoa oh', ""It's a cruel summer"", 'With you', '', '[Outro]', ""I'm drunk in the back of the car"", 'And I cried like a baby coming home from the bar (Oh)', 'Said, ""I\'m fine,"" but it wasn\'t true', ""I don't wanna keep secrets just to keep you"", 'And I snuck in through the garden gate', 'Every night that summer just to seal my fate (Oh)', 'And I scream, ""For whatever it\'s worth', 'I love you, ain\'t that the worst thing you ever heard?""', '(Yeah, yeah, yeah, yeah)96Embed']",https://genius.com/Taylor-swift-cruel-summer-lyrics
spotify:track:1dGr1c8CrMLDpV6mPbImSI,3,Lover,Lover,Taylor Swift,False,0.359,0.543,7,-7.582,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,"['TranslationsNederlandsEspañolBosanskiRomânăPortuguêsPolskiTaylor Swift - Lover (Traduzione Italiana)DeutschFrançaisفارسیLover Lyrics[Verse 1]', ""We could leave the Christmas lights up 'til January"", 'And this is our place, we make the rules', ""And there's a dazzling haze, a mysterious way about you, dear"", 'Have I known you twenty seconds or twenty years?', '[Chorus]', 'Can I go where you go?', 'Can we always be this close?', 'Forever and ever, ah', 'Take me out, and take me home', ""You're my, my, my, my lover"", '[Verse 2]', 'We could let our friends crash in the living room', 'This is our place, we make the call', ""And I'm highly suspicious that everyone who sees you wants you"", ""I've loved you three summers now, honey, but I want 'em all"", '[Chorus]', 'Can I go where you go?', 'Can we always be this close?', 'Forever and ever, ah', 'Take me out, and take me home (Forever and ever)', ""You're my, my, my, my lover"", '', '[Bridge]', 'Ladies and gentlemen, will you please stand?', 'With every guitar string scar on my hand', 'I take this magnetic force of a man to be my lover', ""My heart's been borrowed and yours has been blue"", ""All's well that ends well to end up with you"", 'Swear to be overdramatic and true to my lover', ""And you'll save all your dirtiest jokes for me"", ""And at every table, I'll save you a seat, lover"", '[Chorus]', 'Can I go where you go?', 'Can we always be this close?', 'Forever and ever, ah', 'Take me out, and take me home (Forever and ever)', ""You're my, my, my, my"", ""Oh, you're my, my, my, my"", ""Darling, you're my, my, my, my loverYou might also like131Embed""]",https://genius.com/Taylor-swift-lover-lyrics
spotify:track:3RauEVgRgj1IuWdJ9fDs70,4,The Man,Lover,Taylor Swift,False,0.777,0.658,0,-5.191,0.054,0.0767,0.0,0.0901,0.633,110.048,190360,"['TranslationsEspañolСрпскиPortuguêsPolskiItalianoDeutschFrançaisThe Man Lyrics[Verse 1]', 'I would be complex, I would be cool', ""They'd say I played the field before I found someone to commit to"", 'And that would be okay for me to do', 'Every conquest I had made would make me more of a boss to you', '', '[Pre-Chorus]', 'I’d be a fearless leader', ""I'd be an alpha type"", 'When everyone believes ya', ""What's that like?"", '[Chorus]', 'I’m so sick of running as fast as I can', ""Wondering if I'd get there quicker if I was a man"", ""And I'm so sick of them coming at me again"", ""'Cause if I was a man, then I'd be the man"", ""I'd be the man"", ""I'd be the man"", '', '[Verse 2]', ""They'd say I hustled, put in the work"", 'They wouldn’t shake their heads and question how much of this I deserve', 'What I was wearing, if I was rude', 'Could all be separated from my good ideas and power moves', '', '[Pre-Chorus]', 'And they would toast to me, oh, let the players play', 'I’d be just like Leo in Saint-Tropez', '', '[Chorus]', ""I'm so sick of running as fast as I can"", 'Wondering if I’d get there quicker if I was a man', ""And I'm so sick of them coming at me again"", ""'Cause if I was a man, then I'd be the man"", 'I’d be the man', ""I'd be the man"", 'You might also like[Bridge]', ""What's it like to brag about raking in dollars"", 'And getting bitches and models?', ""And it's all good if you're bad"", ""And it's okay if you're mad"", 'If I was out flashing my dollars', ""I'd be a bitch, not a baller"", ""They'd paint me out to be bad"", ""So, it's okay that I'm mad"", '', '[Chorus]', ""I'm so sick of running as fast as I can"", ""Wondering if I'd get there quicker if I was a man (You know that)"", ""And I'm so sick of them coming at me again (Coming at me again)"", ""'Cause if I was a man (If I was a man)"", ""Then I'd be the man (Then I'd be the man)"", ""I'm so sick of running as fast as I can (As fast as I can)"", ""Wondering if I'd get there quicker if I was a man (Hey)"", ""And I'm so sick of them coming at me again (Coming at me again)"", ""'Cause if I was a man (If I was a man), then I'd be the man"", ""I'd be the man"", ""I'd be the man (Oh)"", ""I'd be the man (Yeah)"", ""I'd be the man (I'd be the man)"", '', '[Outro]', ""If I was a man, then I'd be the man81Embed""]",https://genius.com/Taylor-swift-the-man-lyrics
spotify:track:3pHkh7d0lzM2AldUtz2x37,5,The Archer,Lover,Taylor Swift,False,0.292,0.574,0,-9.375,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,"['TranslationsEspañolHrvatskiPortuguêsPolskiItalianoFrançaisNederlandsDanskThe Archer Lyrics[Verse 1]', ""Combat, I'm ready for combat"", ""I say I don't want that, but what if I do?"", ""'Cause cruelty wins in the movies"", ""I've got a hundred thrown-out speeches I almost said to you"", '', '[Pre-Chorus]', 'Easy they come, easy they go', 'I jump from the train, I ride off alone', ""I never grew up, it's getting so old"", 'Help me hold on to you', '[Chorus]', ""I've been the archer, I've been the prey"", 'Who could ever leave me, darling', 'But who could stay?', '', '[Verse 2]', 'Dark side, I search for your dark side', ""But what if I'm alright, right, right, right here?"", 'And I cut off my nose just to spite my face', 'Then I hate my reflection for years and years', '', '[Pre-Chorus]', 'I wake in the night, I pace like a ghost', 'The room is on fire, invisible smoke', 'And all of my heroes die all alone', 'Help me hold on to you', '', '[Chorus]', ""I've been the archer, I've been the prey"", 'Screaming, who could ever leave me, darling', 'But who could stay?', '(I see right through me, I see right through me)', '', '[Bridge]', ""'Cause they see right through me"", 'They see right through me', 'They see right through', 'Can you see right through me?', 'They see right through', 'They see right through me', 'I see right through me', 'I see right through me', 'You might also like[Pre-Chorus]', ""All the king's horses, all the king's men"", ""Couldn't put me together again"", ""'Cause all of my enemies started out friends"", 'Help me hold on to you', '', '[Chorus]', ""I've been the archer, I've been the prey"", 'Who could ever leave me, darling', 'But who could stay?', '(I see right through me, I see right through me)', 'Who could stay?', 'Who could stay?', 'Who could stay?', 'You could stay', 'You could stay', '', '[Outro]', ""Combat, I'm ready for combat76Embed""]",https://genius.com/Taylor-swift-the-archer-lyrics
spotify:track:2YWtcWi3a83pdEg3Gif4Pd,6,I Think He Knows,Lover,Taylor Swift,False,0.897,0.366,0,-8.029,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387,"['TranslationsEspañolСрпскиPortuguêsPolskiTaylor Swift - I Think He Knows (Traduzione Italiana)FrançaisI Think He Knows Lyrics[Verse 1]', 'I think he knows', 'His footprints on the sidewalk', ""Lead to where I can't stop"", 'Go there every\u2005night', 'I\u2005think he knows', 'His\u2005hands around a cold glass', 'Make me\u2005wanna know that', ""Body like it's mine"", '', '[Pre-Chorus]', 'He got that boyish look that I like in a man', ""I am an architect, I'm drawing up the plans"", ""It's like I'm 17, nobody understands"", 'No one understands', '[Chorus]', 'He got my heartbeat', 'Skipping down 16th Avenue', 'Got that, ah, I mean', ""Wanna see what's under that attitude like"", 'I want you, bless my soul', ""And I ain't gotta tell him, I think he knows"", 'I think he knows', '', '[Verse 2]', 'I think he knows', 'When we get all alone', ""I'll make myself at home"", ""And he'll want me to stay"", 'I think he knows', ""He'd better lock it down"", ""Or I won't stick around"", ""'Cause good ones never wait (Ha)"", '', '[Pre-Chorus]', 'He got that boyish look that I like in a man', ""I am an architect, I'm drawing up the plans"", ""He's so obsessed with me and, boy, I understand"", 'Boy, I understand', '', '[Chorus]', 'He got my heartbeat (Heartbeat)', 'Skipping down 16th Avenue', 'Got that, ah, I mean (I mean)', ""Wanna see what's under that attitude like"", 'I want you, bless my soul', ""And I ain't gotta tell him, I think he knows"", 'I think he knows', 'You might also like[Post-Chorus]', 'I want you, bless my', 'I want you, bless my', 'I want you, bless my', 'I want you, bless my soul', '', '[Bridge]', 'Lyrical smile, indigo eyes, hand on my thigh', ""We could follow the sparks, I'll drive"", 'Lyrical smile, indigo eyes, hand on my thigh', ""We could follow the sparks, I'll drive"", '""So where we gonna go?""', 'I whisper in the dark', '""Where we gonna go?""', 'I think he knows', '', '[Chorus]', 'He got my heartbeat (Heartbeat)', 'Skipping down 16th Avenue (Baby)', 'Got that, ah, I mean (I mean)', ""Wanna see what's under that attitude like (Yeah)"", 'I want you, bless my soul', ""And I ain't gotta tell him, I think he knows"", 'I think he knows', '', '[Post-Chorus]', 'I want you, bless my', 'I want you, bless my', 'I want you, bless my (Oh, baby)', 'I want you, bless my soul (He got my heartbeat)', 'I want you, bless my (Skipping down 16th Avenue, baby)', 'I want you, bless my', 'I want you, bless my soul', ""And I ain't gotta tell him, I think he knows48Embed""]",https://genius.com/Taylor-swift-i-think-he-knows-lyrics
spotify:track:214nt20w5wOxJnY462klLw,7,Miss Americana & The Heartbreak Prince,Lover,Taylor Swift,False,0.662,0.747,11,-6.926,0.0736,0.028,0.00615,0.138,0.487,150.088,234147,"['TranslationsEnglishHrvatskiPortuguêsPolskiItalianoFrançaisMiss Americana & The Heartbreak Prince Lyrics[Verse 1]', ""You know I adore you, I'm crazier for you"", 'Than I was at 16, lost in a film scene', 'Waving homecoming queens, marching band playing', ""I'm lost in the lights"", 'American glory faded before me', ""Now I'm feeling hopeless, ripped up my prom dress"", 'Running through rose thorns, I saw the scoreboard', 'And ran for my life (Ah)', '', '[Pre-Chorus]', 'No cameras catch my pageant smile', 'I counted days, I counted miles', 'To see you there, to see you there', ""It's been a long time coming, but"", '[Chorus]', ""It's you and me, that's my whole world"", 'They whisper in the hallway, ""She\'s a bad, bad girl"" (Okay)', 'The whole school is rolling fake dice', 'You play stupid games, you win stupid prizes', ""It's you and me, there's nothing like this"", 'Miss Americana and The Heartbreak Prince (Okay)', ""We're so sad, we paint the town blue"", 'Voted most likely to run away with you', '', '[Verse 2]', 'My team is losing, battered and bruising', 'I see the high fives between the bad guys', 'Leave with my head hung, you are the only one', 'Who seems to care', 'American stories burning before me', ""I'm feeling helpless, the damsels are depressed"", 'Boys will be boys then, where are the wise men?', ""Darling, I'm scared (Ah)"", '', '[Pre-Chorus 2]', 'No cameras catch my muffled cries', 'I counted days, I counted miles', 'To see you there, to see you there', 'And now the storm is coming, but', 'You might also like[Chorus]', ""It's you and me, that's my whole world"", 'They whisper in the hallway, ""She\'s a bad, bad girl"" (Okay)', 'The whole school is rolling fake dice', 'You play stupid games, you win stupid prizes', ""It's you and me, there's nothing like this"", 'Miss Americana and The Heartbreak Prince (Okay)', ""We're so sad, we paint the town blue"", 'Voted most likely to run away with you', '', '[Bridge]', ""And I don't want you to (Go), I don't really wanna (Fight)"", ""'Cause nobody's gonna (Win), I think you should come home"", ""And I don't want you to (Go), I don't really wanna (Fight)"", ""'Cause nobody's gonna (Win), I think you should come home"", ""And I don't want you to (Go), I don't really wanna (Fight)"", ""'Cause nobody's gonna (Win), just thought you should know"", ""And I'll never let you (Go) 'cause I know this is a (Fight)"", ""That someday we're gonna (Win)"", '', '[Chorus]', ""It's you and me, that's my whole world"", 'They whisper in the hallway, ""She\'s a bad, bad girl""', 'Oh, I just thought you should know (You should know)', ""It's you and me, there's nothing like this (Like this)"", 'Miss Americana and The Heartbreak Prince (Okay)', ""We're so sad, we paint the town blue (Paint it blue)"", 'Voted most likely to run away with you', '[Post-Chorus]', ""And I don't want you to (Go), I don't really wanna (Fight)"", ""'Cause nobody's gonna (Win), I think you should come home"", ""And I'll never let you (Go) 'cause I know this is a (Fight)"", ""That someday we're gonna (Win), just thought you should know"", '', '[Outro]', ""It's you and me, that's my whole world"", 'They whisper in the hallway, ""She\'s a bad, bad girl""', '""She\'s a bad, bad girl""93Embed']",https://genius.com/Taylor-swift-miss-americana-and-the-heartbreak-prince-lyrics
spotify:track:4y5bvROuBDPr5fuwXbIBZR,8,Paper Rings,Lover,Taylor Swift,False,0.811,0.719,9,-6.553,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,"['TranslationsEspañolHrvatskiPortuguêsPolskiTaylor Swift - Paper Rings (Traduzione Italiana)Paper Rings Lyrics[Verse 1]', 'The moon is high', 'Like your friends were the night that we first met', 'Went home and tried to stalk you on the internet', ""Now I've read all of the books beside your bed"", 'The wine is cold', 'Like the shoulder that I gave you in the street', 'Cat and mouse for a month or two or three', 'Now I wake up in the night and watch you breathe', '', '[Pre-Chorus]', '(Ayy)', ""Kiss me once 'cause you know I had a long night (Oh)"", ""Kiss me twice 'cause it's gonna be alright (Uh)"", ""Three times 'cause I waited my whole life (1, 2, 1, 2, 3, 4)"", '[Chorus]', ""I like shiny things, but I'd marry you with paper rings"", ""Uh huh, that's right"", ""Darling, you're the one I want, and"", 'I hate accidents except when we went from friends to this', ""Uh huh, that's right"", ""Darling, you're the one I want"", 'In paper rings, in picture frames, in dirty dreams', ""Oh, you're the one I want"", '', '[Verse 2]', 'In the winter, in the icy outdoor pool', 'When you jumped in first, I went in too', ""I'm with you even if it makes me blue"", 'Which takes me back', ""To the color that we painted your brother's wall"", 'Honey, without all the exes, fights, and flaws', ""We wouldn't be standing here so tall, so"", '', '[Pre-Chorus]', '(Ayy)', ""Kiss you once 'cause I know you had a long night (Oh)"", ""Kiss you twice 'cause it's gonna be alright (Uh)"", ""Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4)"", 'Ah', 'You might also like[Chorus]', ""I like shiny things, but I'd marry you with paper rings"", ""Uh huh, that's right"", ""Darling, you're the one I want, and"", 'I hate accidents except when we went from friends to this', ""Uh huh, that's right"", ""Darling, you're the one I want"", 'In paper rings, in picture frames, in dirty dreams', ""Oh, you're the one I want"", '', '[Bridge]', 'I want to drive away with you', 'I want your complications too', 'I want your dreary Mondays', 'Wrap your arms around me, baby boy', 'I want to drive away with you', 'I want your complications too', 'I want your dreary Mondays', 'Wrap your arms around me, baby boy', 'Uh huh', '', '[Chorus]', ""I like shiny things, but I'd marry you with paper rings"", ""Ah-ah, that's right, you're the one I want"", 'I hate accidents except when we went from friends to this', ""Ah-ah, darling, you're the one I want"", ""I like shiny things, but I'd marry you with paper rings"", ""Uh huh, that's right"", ""Darling, you're the one I want, and"", 'I hate accidents except when we went from friends to this', ""Uh huh, that's right"", ""Darling, you're the one I want"", 'In paper rings, in picture frames, in all my dreams', ""You're the one I want"", 'In paper rings, in picture frames, in all my dreams', ""Oh, you're the one I want"", '[Outro]', ""You're the one I want, one I want"", ""You're the one I want, one I want62Embed""]",https://genius.com/Taylor-swift-paper-rings-lyrics
spotify:track:12M5uqx0ZuwkpLp5rJim1a,9,Cornelia Street,Lover,Taylor Swift,False,0.824,0.624,0,-9.728,0.0827,0.781,0.000189,0.1,0.248,102.012,287267,"['TranslationsEspañolHrvatskiPortuguêsPolskiItalianoCornelia Street Lyrics[Verse 1]', 'We were in the backseat', 'Drunk on something stronger than the drinks in the bar', '""I rent\u2005a\u2005place on Cornelia\u2005Street""', 'I say casually in the car', 'We\u2005were a fresh page on the desk', 'Filling in the blanks as we go', 'As if the street lights pointed in an arrow head', 'Leading us home', '', '[Chorus]', 'And I hope I never lose you, hope it never ends', ""I'd never walk Cornelia Street again"", ""That's the kinda heartbreak time could never mend"", ""I'd never walk Cornelia Street again"", 'And baby, I get mystified by how this city screams your name', ""And baby, I'm so terrified of if you ever walk away"", ""I'd never walk Cornelia Street again"", ""I'd never walk Cornelia Street again"", '[Verse 2]', 'Windows flung right open, autumn air', ""Jacket 'round my shoulders is yours"", 'We bless the rains on Cornelia Street', 'Memorize the creaks in the floor', 'Back when we were card sharks, playing games', 'I thought you were leading me on', 'I packed my bags, left Cornelia Street', 'Before you even knew I was gone', '', '[Pre-Chorus]', 'But then you called, showed your hand', 'I turned around before I hit the tunnel', 'Sat on the roof, you and I', '', '[Chorus]', 'I hope I never lose you, hope it never ends', ""I'd never walk Cornelia Street again"", ""That's the kinda heartbreak time could never mend"", ""I'd never walk Cornelia Street again"", 'And baby, I get mystified by how this city screams your name', ""And baby, I'm so terrified of if you ever walk away"", ""I'd never walk Cornelia Street again"", ""I'd never walk Cornelia Street again"", '[Bridge]', 'You hold my hand on the street', 'Walk me back to that apartment', 'Years ago, we were just inside', 'Barefoot in the kitchen', 'Sacred new beginnings', 'That became my religion, listen', 'You might also like[Chorus]', 'I hope I never lose you', ""I'd never walk Cornelia Street again"", 'Oh, never again', 'And baby, I get mystified by how this city screams your name', ""And baby, I'm so terrified of if you ever walk away"", ""I'd never walk Cornelia Street again"", ""I'd never walk Cornelia Street again"", '', '[Post-Chorus]', ""I don't wanna lose you (Hope it never ends)"", ""I'd never walk Cornelia Street again"", ""I don't wanna lose you (Yeah)"", '', '[Outro]', '""I rent a place on Cornelia Street""', 'I say casually in the car57Embed']",https://genius.com/Taylor-swift-cornelia-street-lyrics
spotify:track:2dgFqt3w9xIQRjhPtwNk3D,10,Death By A Thousand Cuts,Lover,Taylor Swift,False,0.712,0.732,4,-6.754,0.0629,0.454,0.0,0.319,0.313,94.071,198533,"['TranslationsEspañolСрпскиEnglishPolskiItalianoEnglishفارسیDeath by a Thousand Cuts Lyrics[Intro]', 'My, my, my, my', 'My, my, my, my', 'My, my, my, my', 'My, my, my, my', 'My, my, my, my', 'My, my, my, my', 'My, my, my, my', 'My, my, my, my', '', '[Chorus]', 'Saying goodbye is death by a thousand cuts', 'Flashbacks waking me up', ""I get drunk, but it's not enough"", ""’Cause the morning comes and you're not my baby"", 'I look through the windows of this love', 'Even though we boarded them up', ""Chandelier's still flickering here"", ""’Cause I can't pretend it's okay when it's not"", ""It's death by a thousand cuts"", '[Verse 1]', 'I dress to kill my time, I take the long way home', ""I ask the traffic lights if it'll be alright"", 'They say, ""I don\'t know""', ""And what once was ours is no one's now"", 'I see you everywhere, the only thing we share', 'Is this small town', 'You said it was a great love, one for the ages', 'But if the story’s over, why am I still writing pages?', '', '[Chorus]', '’Cause saying goodbye is death by a thousand cuts', 'Flashbacks waking me up', ""I get drunk, but it's not enough"", ""’Cause the morning comes and you're not my baby"", 'I look through the windows of this love', 'Even though we boarded them up', ""Chandelier's still flickering here"", ""'Cause I can’t pretend it's okay when it's not"", ""It's death by a thousand cuts"", '', '[Verse 2]', 'My heart, my hips, my body, my love', ""Tryna find a part of me that you didn't touch"", 'Gave up on me like I was a bad drug', ""Now I'm searching for signs in a haunted club"", 'Our songs, our films, united we stand', 'Our country, guess it was a lawless land', 'Quiet my fears with the touch of your hand', 'Paper cut stings from our paper-thin plans', 'My time, my wine, my spirit, my trust', ""Tryna find a part of me you didn't take up"", ""Gave you so much, but it wasn't enough"", ""But I'll be alright, it's just a thousand cuts"", 'You might also like[Chorus]', ""I get drunk, but it's not enough"", ""'Cause you're not my baby"", 'I look through the windows of this love', 'Even though we boarded them up', ""Chandelier's still flickering here"", ""'Cause I can't pretend it's okay when it's not"", ""No, it's not"", ""It's death by a thousand cuts (You didn't touch)"", '', '[Post-Chorus]', ""Tryna find a part of me that you didn't touch"", ""My body, my love, my trust (It's death by a thousand cuts)"", ""But it wasn't enough, it wasn't enough, no, no"", '', '[Outro]', 'I take the long way home', ""I ask the traffic lights if it'll be alright"", 'They say, ""I don\'t know""76Embed']",https://genius.com/Taylor-swift-death-by-a-thousand-cuts-lyrics
