date,track_name,artist_name,uri,link,uri_real,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"September 2, 2022 at 10:03PM",Holiday,Danny Dwyer,0kvW3O8xkA4GHn2qad7UdY,https://open.spotify.com/track/0kvW3O8xkA4GHn2qad7UdY,spotify:track:0kvW3O8xkA4GHn2qad7UdY,0.915,0.389,1,-10.453,0.0566,0.769,0.909,0.1,0.729,93.058,158064
"September 2, 2022 at 10:07PM",Lovely,TOLEDO,0iaI2JPMeojXET6hnKits3,https://open.spotify.com/track/0iaI2JPMeojXET6hnKits3,spotify:track:0iaI2JPMeojXET6hnKits3,0.881,0.65,3,-8.978,0.0398,0.631,0.372,0.0837,0.923,117.975,208887
"September 2, 2022 at 10:10PM",Autumn in NY,Huck,2wUYftXgLYXHTp0bhwLmKS,https://open.spotify.com/track/2wUYftXgLYXHTp0bhwLmKS,spotify:track:2wUYftXgLYXHTp0bhwLmKS,0.613,0.486,7,-11.584,0.207,0.0338,1.03e-06,0.122,0.802,72.121,165000
"September 2, 2022 at 10:14PM",Young Mother,Youth Basketball,6pJxHj2pXldIFcIQqf62Xo,https://open.spotify.com/track/6pJxHj2pXldIFcIQqf62Xo,spotify:track:6pJxHj2pXldIFcIQqf62Xo,0.774,0.66,11,-5.712,0.046,0.0886,6.38e-06,0.0789,0.666,78.013,243820
"September 2, 2022 at 10:17PM",You Should Go,Gratis,6YkROmgHwI9OHKaA8OsKLj,https://open.spotify.com/track/6YkROmgHwI9OHKaA8OsKLj,spotify:track:6YkROmgHwI9OHKaA8OsKLj,0.924,0.393,7,-9.453,0.0457,0.129,0.0,0.141,0.804,93.981,178318
"September 2, 2022 at 10:19PM",Moonracer,Tommi Waring,3odWmLWTcGQc3ZIziKI8oh,https://open.spotify.com/track/3odWmLWTcGQc3ZIziKI8oh,spotify:track:3odWmLWTcGQc3ZIziKI8oh,0.727,0.671,1,-8.311,0.0502,0.0199,0.0388,0.0951,0.764,95.049,143368
"September 2, 2022 at 10:21PM",Placid,Camp Howard,7AQyuoS2cEBNH6Fejb50Og,https://open.spotify.com/track/7AQyuoS2cEBNH6Fejb50Og,spotify:track:7AQyuoS2cEBNH6Fejb50Og,0.78,0.392,9,-6.813,0.0385,0.00199,3.91e-05,0.115,0.701,122.215,131173
"September 2, 2022 at 10:24PM",Boy,Purr,2yD8Af6ptCYPEf3tIfZEee,https://open.spotify.com/track/2yD8Af6ptCYPEf3tIfZEee,spotify:track:2yD8Af6ptCYPEf3tIfZEee,0.681,0.759,11,-5.837,0.0273,0.195,1.51e-06,0.0888,0.965,118.829,176240
"September 2, 2022 at 10:29PM",CULPRIT,Kid Bloom,0rrTFN2UCw01yeXbw1gg3n,https://open.spotify.com/track/0rrTFN2UCw01yeXbw1gg3n,spotify:track:0rrTFN2UCw01yeXbw1gg3n,0.368,0.752,5,-4.979,0.038,0.0185,0.0014,0.0913,0.679,143.837,257747
"September 2, 2022 at 10:32PM",Waves,Pink Skies,4frSk7RBfDRGXYGEMbPkfF,https://open.spotify.com/track/4frSk7RBfDRGXYGEMbPkfF,spotify:track:4frSk7RBfDRGXYGEMbPkfF,0.506,0.592,2,-6.34,0.0292,0.00752,0.0,0.462,0.424,82.0,223253
"September 2, 2022 at 10:36PM",Two in the Morning,Gratis,6x82Gi2AvJfsJ9CpP2ciqZ,https://open.spotify.com/track/6x82Gi2AvJfsJ9CpP2ciqZ,spotify:track:6x82Gi2AvJfsJ9CpP2ciqZ,0.755,0.5,0,-9.004,0.034,0.185,0.0125,0.311,0.417,121.961,206915
"September 2, 2022 at 10:38PM",Living Safe,Makeup Girl,1fTyvrd2Ozye3r7LvayI9j,https://open.spotify.com/track/1fTyvrd2Ozye3r7LvayI9j,spotify:track:1fTyvrd2Ozye3r7LvayI9j,0.413,0.659,5,-9.115,0.0408,0.0128,4.25e-06,0.12,0.346,131.094,151263
"September 2, 2022 at 10:41PM",Skinny Dip,Pretoria,1QB4dSNfSzrCh8ONqOdDkf,https://open.spotify.com/track/1QB4dSNfSzrCh8ONqOdDkf,spotify:track:1QB4dSNfSzrCh8ONqOdDkf,0.382,0.794,5,-10.124,0.0336,0.00246,0.00777,0.258,0.711,197.232,175826
"September 2, 2022 at 10:44PM",Holy Smokes,New Islands,5xgSF9VUJUhRrM84g2h5dT,https://open.spotify.com/track/5xgSF9VUJUhRrM84g2h5dT,spotify:track:5xgSF9VUJUhRrM84g2h5dT,0.616,0.6,2,-12.646,0.0276,0.146,0.0202,0.141,0.967,146.707,143957
"September 2, 2022 at 10:46PM",Superbloom,Ruby Red,64mA6EQTOMVLpBE5lRP0t3,https://open.spotify.com/track/64mA6EQTOMVLpBE5lRP0t3,spotify:track:64mA6EQTOMVLpBE5lRP0t3,0.741,0.664,0,-5.664,0.0396,0.358,0.000189,0.138,0.737,102.963,174044
"September 2, 2022 at 10:50PM",Andy - Audiotree Live Version,Last Dinosaurs,7p1wKHq0Hrm7GdZmfxLEsn,https://open.spotify.com/track/7p1wKHq0Hrm7GdZmfxLEsn,spotify:track:7p1wKHq0Hrm7GdZmfxLEsn,0.571,0.758,2,-9.871,0.0549,0.00265,0.000584,0.115,0.657,114.36,227435
"September 2, 2022 at 10:55PM",Afraid Too,Gratis,4WtyiQudkvBfCxpxR2WZzI,https://open.spotify.com/track/4WtyiQudkvBfCxpxR2WZzI,spotify:track:4WtyiQudkvBfCxpxR2WZzI,0.643,0.51,0,-9.535,0.0307,0.173,0.000306,0.159,0.582,148.179,264761
"September 2, 2022 at 10:57PM",Thanks,Indigo Waves,3I2aeIXlvephDLmh1Q1BR0,https://open.spotify.com/track/3I2aeIXlvephDLmh1Q1BR0,spotify:track:3I2aeIXlvephDLmh1Q1BR0,0.695,0.749,2,-5.444,0.0268,0.234,0.0138,0.346,0.967,128.022,147073
"September 2, 2022 at 11:00PM",Pick Up,Donny Electric,28gWTbCkqscZe6f7CofWOn,https://open.spotify.com/track/28gWTbCkqscZe6f7CofWOn,spotify:track:28gWTbCkqscZe6f7CofWOn,0.799,0.696,6,-4.161,0.0601,0.0901,0.0,0.13,0.794,100.008,156000
"September 2, 2022 at 11:03PM",If I Was a Number,Clones of Clones,1iH1oRl8PI4w8ClI86cNDy,https://open.spotify.com/track/1iH1oRl8PI4w8ClI86cNDy,spotify:track:1iH1oRl8PI4w8ClI86cNDy,0.748,0.688,7,-5.264,0.0371,0.0073,0.291,0.403,0.686,107.997,174119
"September 2, 2022 at 11:06PM",Tense,King Velvet,2UDrRHM82zuH9Tcppk3Ymm,https://open.spotify.com/track/2UDrRHM82zuH9Tcppk3Ymm,spotify:track:2UDrRHM82zuH9Tcppk3Ymm,0.634,0.583,5,-5.412,0.0309,0.695,0.000109,0.176,0.515,130.057,228087
"September 2, 2022 at 11:10PM",Henry Says I Love You,Maryanne Bold,5tn11fd7ysfuDdnWNvRtPl,https://open.spotify.com/track/5tn11fd7ysfuDdnWNvRtPl,spotify:track:5tn11fd7ysfuDdnWNvRtPl,0.79,0.513,5,-7.993,0.0591,0.437,0.00391,0.154,0.508,143.982,203333
"September 2, 2022 at 11:14PM",Android Eyes,Gratis,4OZSiBu44SZ8MWi5uV7PyQ,https://open.spotify.com/track/4OZSiBu44SZ8MWi5uV7PyQ,spotify:track:4OZSiBu44SZ8MWi5uV7PyQ,0.801,0.463,11,-10.167,0.0404,0.0318,0.00147,0.177,0.838,113.029,271100
"September 2, 2022 at 11:17PM",Cant Let Go,Indigo Waves,7Kek56Nf1StTvTzASpFOA0,https://open.spotify.com/track/7Kek56Nf1StTvTzASpFOA0,spotify:track:7Kek56Nf1StTvTzASpFOA0,0.481,0.792,5,-6.809,0.0327,0.00577,0.135,0.329,0.696,182.015,176326
"September 2, 2022 at 11:19PM",Long Gone,Americanadian,0OnIsgh4rX4mM65qYnZRmf,https://open.spotify.com/track/0OnIsgh4rX4mM65qYnZRmf,spotify:track:0OnIsgh4rX4mM65qYnZRmf,0.669,0.473,9,-12.908,0.0242,0.457,0.142,0.0988,0.711,90.032,80514
"September 2, 2022 at 11:22PM",Ahead,nickname jos,17X6CaK58py6F0zIkz2JpS,https://open.spotify.com/track/17X6CaK58py6F0zIkz2JpS,spotify:track:17X6CaK58py6F0zIkz2JpS,0.779,0.469,6,-8.481,0.0565,0.0182,0.00951,0.12,0.415,127.946,188437
"September 2, 2022 at 11:25PM",Laying on the Grass,Sugarloaf Beach,08sqPueGsXEDbz88v1JoGu,https://open.spotify.com/track/08sqPueGsXEDbz88v1JoGu,spotify:track:08sqPueGsXEDbz88v1JoGu,0.669,0.553,4,-7.456,0.0303,0.168,0.292,0.0789,0.538,122.043,169180
"September 2, 2022 at 11:27PM",New Me,Selmer,6pKtO7orWayx7gPlTVspF2,https://open.spotify.com/track/6pKtO7orWayx7gPlTVspF2,spotify:track:6pKtO7orWayx7gPlTVspF2,0.66,0.521,11,-12.465,0.0495,0.397,0.00818,0.124,0.7,90.978,139579
"September 2, 2022 at 11:31PM",Is This Your Man,Gratis,2cctM6lnhloqRIJ6VuTTtr,https://open.spotify.com/track/2cctM6lnhloqRIJ6VuTTtr,spotify:track:2cctM6lnhloqRIJ6VuTTtr,0.662,0.428,9,-10.62,0.0915,0.0166,0.00144,0.368,0.852,78.099,224082
"September 2, 2022 at 11:36PM",Ahead,nickname jos,17X6CaK58py6F0zIkz2JpS,https://open.spotify.com/track/17X6CaK58py6F0zIkz2JpS,spotify:track:17X6CaK58py6F0zIkz2JpS,0.779,0.469,6,-8.481,0.0565,0.0182,0.00951,0.12,0.415,127.946,188437
"September 2, 2022 at 11:39PM",Laying on the Grass,Sugarloaf Beach,08sqPueGsXEDbz88v1JoGu,https://open.spotify.com/track/08sqPueGsXEDbz88v1JoGu,spotify:track:08sqPueGsXEDbz88v1JoGu,0.669,0.553,4,-7.456,0.0303,0.168,0.292,0.0789,0.538,122.043,169180
"September 2, 2022 at 11:41PM",New Me,Selmer,6pKtO7orWayx7gPlTVspF2,https://open.spotify.com/track/6pKtO7orWayx7gPlTVspF2,spotify:track:6pKtO7orWayx7gPlTVspF2,0.66,0.521,11,-12.465,0.0495,0.397,0.00818,0.124,0.7,90.978,139579
"September 2, 2022 at 11:45PM",Is This Your Man,Gratis,2cctM6lnhloqRIJ6VuTTtr,https://open.spotify.com/track/2cctM6lnhloqRIJ6VuTTtr,spotify:track:2cctM6lnhloqRIJ6VuTTtr,0.662,0.428,9,-10.62,0.0915,0.0166,0.00144,0.368,0.852,78.099,224082
"September 2, 2022 at 11:48PM",You Should Go,Gratis,6YkROmgHwI9OHKaA8OsKLj,https://open.spotify.com/track/6YkROmgHwI9OHKaA8OsKLj,spotify:track:6YkROmgHwI9OHKaA8OsKLj,0.924,0.393,7,-9.453,0.0457,0.129,0.0,0.141,0.804,93.981,178318
"September 2, 2022 at 11:51PM",The Background,Gratis,4H49xQ3wpiqfPnvu4q0hg7,https://open.spotify.com/track/4H49xQ3wpiqfPnvu4q0hg7,spotify:track:4H49xQ3wpiqfPnvu4q0hg7,0.927,0.435,6,-10.503,0.0371,0.195,0.0333,0.116,0.672,110.021,194688
"September 2, 2022 at 11:55PM",Is This Your Man,Gratis,2cctM6lnhloqRIJ6VuTTtr,https://open.spotify.com/track/2cctM6lnhloqRIJ6VuTTtr,spotify:track:2cctM6lnhloqRIJ6VuTTtr,0.662,0.428,9,-10.62,0.0915,0.0166,0.00144,0.368,0.852,78.099,224082
"September 3, 2022 at 12:00AM",Android Eyes,Gratis,5EYohAl3MhuSY4stbynd20,https://open.spotify.com/track/5EYohAl3MhuSY4stbynd20,spotify:track:5EYohAl3MhuSY4stbynd20,0.801,0.463,11,-10.167,0.0404,0.0318,0.00147,0.177,0.838,113.029,271100
"September 3, 2022 at 12:04AM",Afraid Too,Gratis,4WtyiQudkvBfCxpxR2WZzI,https://open.spotify.com/track/4WtyiQudkvBfCxpxR2WZzI,spotify:track:4WtyiQudkvBfCxpxR2WZzI,0.643,0.51,0,-9.535,0.0307,0.173,0.000306,0.159,0.582,148.179,264761
"September 3, 2022 at 12:07AM",Two in the Morning,Gratis,6x82Gi2AvJfsJ9CpP2ciqZ,https://open.spotify.com/track/6x82Gi2AvJfsJ9CpP2ciqZ,spotify:track:6x82Gi2AvJfsJ9CpP2ciqZ,0.755,0.5,0,-9.004,0.034,0.185,0.0125,0.311,0.417,121.961,206915
"September 3, 2022 at 12:10AM",This Night Has Opened My Eyes,Hot Flash Heat Wave,1GNp9tSDOgRP70uVOZ92BU,https://open.spotify.com/track/1GNp9tSDOgRP70uVOZ92BU,spotify:track:1GNp9tSDOgRP70uVOZ92BU,0.572,0.734,11,-8.766,0.0246,0.023,0.000163,0.0701,0.688,106.993,180561
"September 3, 2022 at 12:12AM",I Don't Think It's Time,Pro Teens,6JyJqa5DyA4HiDXlep2hGq,https://open.spotify.com/track/6JyJqa5DyA4HiDXlep2hGq,spotify:track:6JyJqa5DyA4HiDXlep2hGq,0.457,0.728,0,-6.919,0.0591,0.0099,0.0,0.0729,0.829,140.59,91645
"September 3, 2022 at 12:15AM",See You in the Morning,Onion the Man,3ayO77i4HvkQ2tt4ClAOE3,https://open.spotify.com/track/3ayO77i4HvkQ2tt4ClAOE3,spotify:track:3ayO77i4HvkQ2tt4ClAOE3,0.618,0.798,6,-6.097,0.0345,0.0156,0.000229,0.19,0.552,114.956,209413
"September 3, 2022 at 12:20AM",Soon Enough,The Undercover Dream Lovers,725kJqw9miHaQpEdIpwUGB,https://open.spotify.com/track/725kJqw9miHaQpEdIpwUGB,spotify:track:725kJqw9miHaQpEdIpwUGB,0.816,0.66,11,-4.911,0.0289,0.302,0.0043,0.059,0.914,117.958,242160
"September 3, 2022 at 12:23AM",Time Alone,Mild Monk,1S6iAtdW8Bx3aNKOA8H6Kk,https://open.spotify.com/track/1S6iAtdW8Bx3aNKOA8H6Kk,spotify:track:1S6iAtdW8Bx3aNKOA8H6Kk,0.647,0.534,7,-10.03,0.0335,0.445,0.611,0.169,0.805,101.056,212673
"September 3, 2022 at 12:26AM",Casablanca,Sugarloaf Beach,1LrbAa8DARRlzabb4DOQMQ,https://open.spotify.com/track/1LrbAa8DARRlzabb4DOQMQ,spotify:track:1LrbAa8DARRlzabb4DOQMQ,0.688,0.887,11,-5.145,0.0318,0.137,0.0382,0.0626,0.541,114.993,192000
"September 3, 2022 at 12:29AM",Change You,Chasing Daze,3nLOvltaJAqQA0PQ1A5W9P,https://open.spotify.com/track/3nLOvltaJAqQA0PQ1A5W9P,spotify:track:3nLOvltaJAqQA0PQ1A5W9P,0.73,0.645,4,-8.3,0.0342,0.126,0.126,0.114,0.935,132.01,151729
"September 3, 2022 at 12:31AM",Slingshot,Ethan Kerr,1w3NxaHUWf2CtrvSocKjDj,https://open.spotify.com/track/1w3NxaHUWf2CtrvSocKjDj,spotify:track:1w3NxaHUWf2CtrvSocKjDj,0.857,0.522,0,-8.434,0.0329,0.173,0.00371,0.341,0.459,122.865,138500
"September 3, 2022 at 12:35AM",After Shuggie,Eli Smart,30kZH3kA4ZYN8WbNbF9HsJ,https://open.spotify.com/track/30kZH3kA4ZYN8WbNbF9HsJ,spotify:track:30kZH3kA4ZYN8WbNbF9HsJ,0.528,0.9,10,-9.078,0.11,0.000228,6.01e-05,0.289,0.873,89.983,224213
"September 3, 2022 at 12:38AM",Emotional R&B,Hala,2KqLEjwETm44n0qhNfSlgZ,https://open.spotify.com/track/2KqLEjwETm44n0qhNfSlgZ,spotify:track:2KqLEjwETm44n0qhNfSlgZ,0.518,0.541,6,-8.235,0.0248,0.0334,0.000559,0.111,0.615,170.016,198431
"September 3, 2022 at 12:41AM",Me N June!,mmmonika,0pdGkTGfpAmd5J2HTqCkYL,https://open.spotify.com/track/0pdGkTGfpAmd5J2HTqCkYL,spotify:track:0pdGkTGfpAmd5J2HTqCkYL,0.672,0.582,7,-8.289,0.058,0.205,2.97e-06,0.305,0.456,117.983,142373
"September 3, 2022 at 12:43AM",Playing the Game,Slow Ref,03OJKeJV4uSiyejm5KCTHU,https://open.spotify.com/track/03OJKeJV4uSiyejm5KCTHU,spotify:track:03OJKeJV4uSiyejm5KCTHU,0.443,0.535,1,-15.248,0.0378,0.0689,0.889,0.267,0.882,84.963,124562
"September 3, 2022 at 09:15AM",That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Taylor Swift,7eResoqEJJAVTkQYSqvO3P,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P,0.588,0.608,5,-7.062,0.0365,0.225,0.0,0.092,0.508,90.201,189496
"September 3, 2022 at 09:19AM",Gasoline (feat. Taylor Swift),HAIM,2bzUVEvpZ7At5cYz1kOLI9,https://open.spotify.com/track/2bzUVEvpZ7At5cYz1kOLI9,spotify:track:2bzUVEvpZ7At5cYz1kOLI9,0.658,0.717,1,-4.257,0.0633,0.0846,0.0022,0.12,0.595,133.074,193373
"September 3, 2022 at 09:22AM",Til the Right One Comes,John Mayer,4f0xBbWvKWmuB17yebh24a,https://open.spotify.com/track/4f0xBbWvKWmuB17yebh24a,spotify:track:4f0xBbWvKWmuB17yebh24a,0.807,0.563,3,-8.996,0.0287,0.242,0.00322,0.0488,0.925,112.985,219227
"September 3, 2022 at 09:28AM",right where you left me - bonus track,Taylor Swift,3zwMVvkBe2qIKDObWgXw4N,https://open.spotify.com/track/3zwMVvkBe2qIKDObWgXw4N,spotify:track:3zwMVvkBe2qIKDObWgXw4N,0.581,0.619,10,-6.524,0.0282,0.769,0.000106,0.117,0.645,137.915,245027
"September 3, 2022 at 09:42AM",it’s time to go - bonus track,Taylor Swift,1kdWw77ZpYOkhxeuhzU1j6,https://open.spotify.com/track/1kdWw77ZpYOkhxeuhzU1j6,spotify:track:1kdWw77ZpYOkhxeuhzU1j6,0.592,0.41,0,-12.426,0.0397,0.801,1.39e-05,0.09,0.416,151.923,254640
"September 3, 2022 at 12:55PM",It Ain’t Easy,Delta Spirit,2Gq6IrusLyXNxtLojM62l7,https://open.spotify.com/track/2Gq6IrusLyXNxtLojM62l7,spotify:track:2Gq6IrusLyXNxtLojM62l7,0.659,0.858,10,-7.93,0.0742,0.0881,0.00281,0.524,0.784,105.027,200947
"September 3, 2022 at 12:59PM",marjorie,Taylor Swift,5uICWmZTLkpEVbK22PBP6e,https://open.spotify.com/track/5uICWmZTLkpEVbK22PBP6e,spotify:track:5uICWmZTLkpEVbK22PBP6e,0.535,0.561,5,-11.609,0.0484,0.876,0.000136,0.115,0.287,96.103,257773
"September 3, 2022 at 01:04PM",Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,7l2tmgUhV7Y2aJHjiszifg,https://open.spotify.com/track/7l2tmgUhV7Y2aJHjiszifg,spotify:track:7l2tmgUhV7Y2aJHjiszifg,0.661,0.819,11,-6.269,0.0519,0.167,0.0,0.0647,0.724,135.937,277592
"September 3, 2022 at 01:06PM",Don't Let the Green Grass Fool You,Wilson Pickett,79krwDoFzJ6dbNRwceAwgH,https://open.spotify.com/track/79krwDoFzJ6dbNRwceAwgH,spotify:track:79krwDoFzJ6dbNRwceAwgH,0.573,0.707,6,-8.29,0.0632,0.442,0.000241,0.123,0.961,152.467,169707
"September 3, 2022 at 12:44AM",Clouded,Swim Mountain,1Z8i3tEf0UOz52gDU8vbu8,https://open.spotify.com/track/1Z8i3tEf0UOz52gDU8vbu8,spotify:track:1Z8i3tEf0UOz52gDU8vbu8,0.66,0.48,8,-9.892,0.0292,0.681,0.00475,0.177,0.262,90.03,203880
"September 3, 2022 at 07:12PM",Clouded,Swim Mountain,1Z8i3tEf0UOz52gDU8vbu8,https://open.spotify.com/track/1Z8i3tEf0UOz52gDU8vbu8,spotify:track:1Z8i3tEf0UOz52gDU8vbu8,0.66,0.48,8,-9.892,0.0292,0.681,0.00475,0.177,0.262,90.03,203880
"September 3, 2022 at 07:16PM",Chops,Argonaut & Wasp,0F6NRy1dhuXiRdD3VmuZVD,https://open.spotify.com/track/0F6NRy1dhuXiRdD3VmuZVD,spotify:track:0F6NRy1dhuXiRdD3VmuZVD,0.79,0.684,7,-5.401,0.0396,0.0402,0.00016,0.0865,0.953,124.028,196000
"September 3, 2022 at 07:18PM",Don't Care,Carter Reeves,0dc7OAjoD8nPXzFSw3ZcQL,https://open.spotify.com/track/0dc7OAjoD8nPXzFSw3ZcQL,spotify:track:0dc7OAjoD8nPXzFSw3ZcQL,0.856,0.537,5,-10.247,0.0681,0.0634,4.07e-05,0.237,0.841,106.01,150227
"September 3, 2022 at 07:22PM",All In My Head,NEIL FRANCES,3NgVBkXJoGRaX7CqCM2AJJ,https://open.spotify.com/track/3NgVBkXJoGRaX7CqCM2AJJ,spotify:track:3NgVBkXJoGRaX7CqCM2AJJ,0.687,0.904,8,-5.622,0.0361,0.0983,0.559,0.0982,0.697,108.024,215556
"September 3, 2022 at 07:24PM",Hey Hi Hello,Danny and Alex,1BfQIp84k74zdpodU2TkR7,https://open.spotify.com/track/1BfQIp84k74zdpodU2TkR7,spotify:track:1BfQIp84k74zdpodU2TkR7,0.766,0.536,6,-9.097,0.11,8.91e-06,0.0346,0.0665,0.856,104.989,138863
"September 3, 2022 at 07:27PM",Holiday,Danny Dwyer,0kvW3O8xkA4GHn2qad7UdY,https://open.spotify.com/track/0kvW3O8xkA4GHn2qad7UdY,spotify:track:0kvW3O8xkA4GHn2qad7UdY,0.915,0.389,1,-10.453,0.0566,0.769,0.909,0.1,0.729,93.058,158064
"September 3, 2022 at 07:30PM",6:00 am,Max Pope,0CIE337E7VSR5tNdkJtqGh,https://open.spotify.com/track/0CIE337E7VSR5tNdkJtqGh,spotify:track:0CIE337E7VSR5tNdkJtqGh,0.642,0.669,6,-10.13,0.0276,0.0141,0.0124,0.355,0.877,117.989,175774
"September 3, 2022 at 07:33PM",Wake up the Soul,Superjava,2sm2rHm99A7du9Umi9WZGF,https://open.spotify.com/track/2sm2rHm99A7du9Umi9WZGF,spotify:track:2sm2rHm99A7du9Umi9WZGF,0.832,0.731,11,-6.05,0.0417,0.23,0.0,0.198,0.972,109.989,214502
"September 3, 2022 at 07:36PM",Autumn in NY,Huck,2wUYftXgLYXHTp0bhwLmKS,https://open.spotify.com/track/2wUYftXgLYXHTp0bhwLmKS,spotify:track:2wUYftXgLYXHTp0bhwLmKS,0.613,0.486,7,-11.584,0.207,0.0338,1.03e-06,0.122,0.802,72.121,165000
"September 3, 2022 at 07:38PM",Moonracer,Tommi Waring,3odWmLWTcGQc3ZIziKI8oh,https://open.spotify.com/track/3odWmLWTcGQc3ZIziKI8oh,spotify:track:3odWmLWTcGQc3ZIziKI8oh,0.727,0.671,1,-8.311,0.0502,0.0199,0.0388,0.0951,0.764,95.049,143368
"September 3, 2022 at 07:41PM",Beleev,Grebes,2R1LpLgulOgvYyMckAfdAC,https://open.spotify.com/track/2R1LpLgulOgvYyMckAfdAC,spotify:track:2R1LpLgulOgvYyMckAfdAC,0.673,0.524,6,-8.284,0.0272,0.51,0.263,0.15,0.523,132.033,163600
"September 3, 2022 at 07:43PM",Let Me Go,Kevin Holliday,72AHU2vbd65RfgOdh49kS6,https://open.spotify.com/track/72AHU2vbd65RfgOdh49kS6,spotify:track:72AHU2vbd65RfgOdh49kS6,0.7,0.667,5,-10.152,0.0301,0.179,0.139,0.122,0.652,87.024,102937
"September 3, 2022 at 07:46PM",Boy,Purr,2yD8Af6ptCYPEf3tIfZEee,https://open.spotify.com/track/2yD8Af6ptCYPEf3tIfZEee,spotify:track:2yD8Af6ptCYPEf3tIfZEee,0.681,0.759,11,-5.837,0.0273,0.195,1.51e-06,0.0888,0.965,118.829,176240
"September 3, 2022 at 07:49PM",Henry Says I Love You,Maryanne Bold,5tn11fd7ysfuDdnWNvRtPl,https://open.spotify.com/track/5tn11fd7ysfuDdnWNvRtPl,spotify:track:5tn11fd7ysfuDdnWNvRtPl,0.79,0.513,5,-7.993,0.0591,0.437,0.00391,0.154,0.508,143.982,203333
"September 3, 2022 at 07:53PM",Freedom,Pish,1PKLdqUNLdmUh0PeE3Nca2,https://open.spotify.com/track/1PKLdqUNLdmUh0PeE3Nca2,spotify:track:1PKLdqUNLdmUh0PeE3Nca2,0.637,0.736,9,-5.673,0.0342,0.00614,9.74e-05,0.195,0.772,121.986,239249
"September 3, 2022 at 07:57PM",Better Way,NEIL FRANCES,4iQWrcMoYEEN6HsIxTfs4U,https://open.spotify.com/track/4iQWrcMoYEEN6HsIxTfs4U,spotify:track:4iQWrcMoYEEN6HsIxTfs4U,0.71,0.714,8,-8.958,0.0312,0.0601,0.0985,0.24,0.973,129.974,206769
"September 3, 2022 at 07:59PM",Placid,Camp Howard,7AQyuoS2cEBNH6Fejb50Og,https://open.spotify.com/track/7AQyuoS2cEBNH6Fejb50Og,spotify:track:7AQyuoS2cEBNH6Fejb50Og,0.78,0.392,9,-6.813,0.0385,0.00199,3.91e-05,0.115,0.701,122.215,131173
"September 3, 2022 at 08:02PM",Magic Oyster,The Fat Badgers,3nC4iLotIWb7yXRrAgCPzp,https://open.spotify.com/track/3nC4iLotIWb7yXRrAgCPzp,spotify:track:3nC4iLotIWb7yXRrAgCPzp,0.734,0.763,5,-6.919,0.0577,0.186,0.078,0.196,0.585,118.024,198343
"September 3, 2022 at 08:05PM",Superbloom,Ruby Red,64mA6EQTOMVLpBE5lRP0t3,https://open.spotify.com/track/64mA6EQTOMVLpBE5lRP0t3,spotify:track:64mA6EQTOMVLpBE5lRP0t3,0.741,0.664,0,-5.664,0.0396,0.358,0.000189,0.138,0.737,102.963,174044
"September 3, 2022 at 08:08PM",Yeah You,More Fatter,2498THhwuGaXJ1hfhQfyzb,https://open.spotify.com/track/2498THhwuGaXJ1hfhQfyzb,spotify:track:2498THhwuGaXJ1hfhQfyzb,0.737,0.523,0,-9.119,0.0396,0.0259,1.81e-06,0.106,0.944,117.883,197800
"September 3, 2022 at 08:11PM",Thinkin' Freely,Selmer,27AjpwnTZVk2LcPR9tEH1e,https://open.spotify.com/track/27AjpwnTZVk2LcPR9tEH1e,spotify:track:27AjpwnTZVk2LcPR9tEH1e,0.699,0.816,1,-8.215,0.0726,0.0463,4.69e-06,0.368,0.652,119.956,175872
"September 3, 2022 at 08:15PM",Hold Up,Tim Atlas,6QwWVA0Zsc1vdxdSl7ZJqB,https://open.spotify.com/track/6QwWVA0Zsc1vdxdSl7ZJqB,spotify:track:6QwWVA0Zsc1vdxdSl7ZJqB,0.668,0.489,4,-6.581,0.0517,0.4,0.249,0.0487,0.775,179.886,208685
"September 3, 2022 at 08:18PM",If I Was a Number,Clones of Clones,1iH1oRl8PI4w8ClI86cNDy,https://open.spotify.com/track/1iH1oRl8PI4w8ClI86cNDy,spotify:track:1iH1oRl8PI4w8ClI86cNDy,0.748,0.688,7,-5.264,0.0371,0.0073,0.291,0.403,0.686,107.997,174119
"September 3, 2022 at 08:20PM",Pick Up,Donny Electric,28gWTbCkqscZe6f7CofWOn,https://open.spotify.com/track/28gWTbCkqscZe6f7CofWOn,spotify:track:28gWTbCkqscZe6f7CofWOn,0.799,0.696,6,-4.161,0.0601,0.0901,0.0,0.13,0.794,100.008,156000
"September 3, 2022 at 08:24PM",It's Nothing,Stray Fossa,0cWzGYfw4ArAQbvKVLm8LM,https://open.spotify.com/track/0cWzGYfw4ArAQbvKVLm8LM,spotify:track:0cWzGYfw4ArAQbvKVLm8LM,0.619,0.668,1,-7.49,0.03,0.0104,0.0385,0.188,0.526,119.948,198125
