date,track_name,artist_name,uri,link
"September 2, 2022 at 10:36PM",Two in the Morning,Gratis,6x82Gi2AvJfsJ9CpP2ciqZ,https://open.spotify.com/track/6x82Gi2AvJfsJ9CpP2ciqZ
"September 2, 2022 at 10:38PM",Living Safe,Makeup Girl,1fTyvrd2Ozye3r7LvayI9j,https://open.spotify.com/track/1fTyvrd2Ozye3r7LvayI9j
"September 2, 2022 at 10:41PM",Skinny Dip,Pretoria,1QB4dSNfSzrCh8ONqOdDkf,https://open.spotify.com/track/1QB4dSNfSzrCh8ONqOdDkf
"September 2, 2022 at 10:44PM",Holy Smokes,New Islands,5xgSF9VUJUhRrM84g2h5dT,https://open.spotify.com/track/5xgSF9VUJUhRrM84g2h5dT
"September 2, 2022 at 10:46PM",Superbloom,Ruby Red,64mA6EQTOMVLpBE5lRP0t3,https://open.spotify.com/track/64mA6EQTOMVLpBE5lRP0t3
"September 2, 2022 at 10:50PM",Andy - Audiotree Live Version,Last Dinosaurs,7p1wKHq0Hrm7GdZmfxLEsn,https://open.spotify.com/track/7p1wKHq0Hrm7GdZmfxLEsn
"September 2, 2022 at 10:55PM",Afraid Too,Gratis,4WtyiQudkvBfCxpxR2WZzI,https://open.spotify.com/track/4WtyiQudkvBfCxpxR2WZzI
"September 2, 2022 at 10:57PM",Thanks,Indigo Waves,3I2aeIXlvephDLmh1Q1BR0,https://open.spotify.com/track/3I2aeIXlvephDLmh1Q1BR0
"September 2, 2022 at 11:00PM",Pick Up,Donny Electric,28gWTbCkqscZe6f7CofWOn,https://open.spotify.com/track/28gWTbCkqscZe6f7CofWOn
"September 2, 2022 at 11:03PM",If I Was a Number,Clones of Clones,1iH1oRl8PI4w8ClI86cNDy,https://open.spotify.com/track/1iH1oRl8PI4w8ClI86cNDy
"September 2, 2022 at 11:06PM",Tense,King Velvet,2UDrRHM82zuH9Tcppk3Ymm,https://open.spotify.com/track/2UDrRHM82zuH9Tcppk3Ymm
"September 2, 2022 at 11:10PM",Henry Says I Love You,Maryanne Bold,5tn11fd7ysfuDdnWNvRtPl,https://open.spotify.com/track/5tn11fd7ysfuDdnWNvRtPl
"September 2, 2022 at 11:14PM",Android Eyes,Gratis,4OZSiBu44SZ8MWi5uV7PyQ,https://open.spotify.com/track/4OZSiBu44SZ8MWi5uV7PyQ
"September 2, 2022 at 11:17PM",Cant Let Go,Indigo Waves,7Kek56Nf1StTvTzASpFOA0,https://open.spotify.com/track/7Kek56Nf1StTvTzASpFOA0
"September 2, 2022 at 11:19PM",Long Gone,Americanadian,0OnIsgh4rX4mM65qYnZRmf,https://open.spotify.com/track/0OnIsgh4rX4mM65qYnZRmf
"September 2, 2022 at 11:22PM",Ahead,nickname jos,17X6CaK58py6F0zIkz2JpS,https://open.spotify.com/track/17X6CaK58py6F0zIkz2JpS
"September 2, 2022 at 11:25PM",Laying on the Grass,Sugarloaf Beach,08sqPueGsXEDbz88v1JoGu,https://open.spotify.com/track/08sqPueGsXEDbz88v1JoGu
"September 2, 2022 at 11:27PM",New Me,Selmer,6pKtO7orWayx7gPlTVspF2,https://open.spotify.com/track/6pKtO7orWayx7gPlTVspF2
"September 2, 2022 at 11:31PM",Is This Your Man,Gratis,2cctM6lnhloqRIJ6VuTTtr,https://open.spotify.com/track/2cctM6lnhloqRIJ6VuTTtr
"September 2, 2022 at 11:36PM",Ahead,nickname jos,17X6CaK58py6F0zIkz2JpS,https://open.spotify.com/track/17X6CaK58py6F0zIkz2JpS
"September 2, 2022 at 11:39PM",Laying on the Grass,Sugarloaf Beach,08sqPueGsXEDbz88v1JoGu,https://open.spotify.com/track/08sqPueGsXEDbz88v1JoGu
"September 2, 2022 at 11:41PM",New Me,Selmer,6pKtO7orWayx7gPlTVspF2,https://open.spotify.com/track/6pKtO7orWayx7gPlTVspF2
"September 2, 2022 at 11:45PM",Is This Your Man,Gratis,2cctM6lnhloqRIJ6VuTTtr,https://open.spotify.com/track/2cctM6lnhloqRIJ6VuTTtr
"September 2, 2022 at 11:48PM",You Should Go,Gratis,6YkROmgHwI9OHKaA8OsKLj,https://open.spotify.com/track/6YkROmgHwI9OHKaA8OsKLj
"September 2, 2022 at 11:51PM",The Background,Gratis,4H49xQ3wpiqfPnvu4q0hg7,https://open.spotify.com/track/4H49xQ3wpiqfPnvu4q0hg7
"September 2, 2022 at 11:55PM",Is This Your Man,Gratis,2cctM6lnhloqRIJ6VuTTtr,https://open.spotify.com/track/2cctM6lnhloqRIJ6VuTTtr
"September 3, 2022 at 12:00AM",Android Eyes,Gratis,5EYohAl3MhuSY4stbynd20,https://open.spotify.com/track/5EYohAl3MhuSY4stbynd20
"September 3, 2022 at 12:04AM",Afraid Too,Gratis,4WtyiQudkvBfCxpxR2WZzI,https://open.spotify.com/track/4WtyiQudkvBfCxpxR2WZzI
"September 3, 2022 at 12:07AM",Two in the Morning,Gratis,6x82Gi2AvJfsJ9CpP2ciqZ,https://open.spotify.com/track/6x82Gi2AvJfsJ9CpP2ciqZ
"September 3, 2022 at 12:10AM",This Night Has Opened My Eyes,Hot Flash Heat Wave,1GNp9tSDOgRP70uVOZ92BU,https://open.spotify.com/track/1GNp9tSDOgRP70uVOZ92BU
"September 3, 2022 at 12:12AM",I Don't Think It's Time,Pro Teens,6JyJqa5DyA4HiDXlep2hGq,https://open.spotify.com/track/6JyJqa5DyA4HiDXlep2hGq
"September 3, 2022 at 12:15AM",See You in the Morning,Onion the Man,3ayO77i4HvkQ2tt4ClAOE3,https://open.spotify.com/track/3ayO77i4HvkQ2tt4ClAOE3
"September 3, 2022 at 12:20AM",Soon Enough,The Undercover Dream Lovers,725kJqw9miHaQpEdIpwUGB,https://open.spotify.com/track/725kJqw9miHaQpEdIpwUGB
"September 3, 2022 at 12:23AM",Time Alone,Mild Monk,1S6iAtdW8Bx3aNKOA8H6Kk,https://open.spotify.com/track/1S6iAtdW8Bx3aNKOA8H6Kk
"September 3, 2022 at 12:26AM",Casablanca,Sugarloaf Beach,1LrbAa8DARRlzabb4DOQMQ,https://open.spotify.com/track/1LrbAa8DARRlzabb4DOQMQ
"September 3, 2022 at 12:29AM",Change You,Chasing Daze,3nLOvltaJAqQA0PQ1A5W9P,https://open.spotify.com/track/3nLOvltaJAqQA0PQ1A5W9P
"September 3, 2022 at 12:31AM",Slingshot,Ethan Kerr,1w3NxaHUWf2CtrvSocKjDj,https://open.spotify.com/track/1w3NxaHUWf2CtrvSocKjDj
"September 3, 2022 at 12:35AM",After Shuggie,Eli Smart,30kZH3kA4ZYN8WbNbF9HsJ,https://open.spotify.com/track/30kZH3kA4ZYN8WbNbF9HsJ
"September 3, 2022 at 12:38AM",Emotional R&B,Hala,2KqLEjwETm44n0qhNfSlgZ,https://open.spotify.com/track/2KqLEjwETm44n0qhNfSlgZ
"September 3, 2022 at 12:41AM",Me N June!,mmmonika,0pdGkTGfpAmd5J2HTqCkYL,https://open.spotify.com/track/0pdGkTGfpAmd5J2HTqCkYL
"September 3, 2022 at 12:43AM",Playing the Game,Slow Ref,03OJKeJV4uSiyejm5KCTHU,https://open.spotify.com/track/03OJKeJV4uSiyejm5KCTHU
"September 3, 2022 at 09:15AM",That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),Taylor Swift,7eResoqEJJAVTkQYSqvO3P,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P
"September 3, 2022 at 09:19AM",Gasoline (feat. Taylor Swift),HAIM,2bzUVEvpZ7At5cYz1kOLI9,https://open.spotify.com/track/2bzUVEvpZ7At5cYz1kOLI9
"September 3, 2022 at 09:22AM",Til the Right One Comes,John Mayer,4f0xBbWvKWmuB17yebh24a,https://open.spotify.com/track/4f0xBbWvKWmuB17yebh24a
"September 3, 2022 at 09:28AM",right where you left me - bonus track,Taylor Swift,3zwMVvkBe2qIKDObWgXw4N,https://open.spotify.com/track/3zwMVvkBe2qIKDObWgXw4N
"September 3, 2022 at 09:42AM",it’s time to go - bonus track,Taylor Swift,1kdWw77ZpYOkhxeuhzU1j6,https://open.spotify.com/track/1kdWw77ZpYOkhxeuhzU1j6
"September 3, 2022 at 12:55PM",It Ain’t Easy,Delta Spirit,2Gq6IrusLyXNxtLojM62l7,https://open.spotify.com/track/2Gq6IrusLyXNxtLojM62l7
"September 3, 2022 at 12:59PM",marjorie,Taylor Swift,5uICWmZTLkpEVbK22PBP6e,https://open.spotify.com/track/5uICWmZTLkpEVbK22PBP6e
"September 3, 2022 at 01:04PM",Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,7l2tmgUhV7Y2aJHjiszifg,https://open.spotify.com/track/7l2tmgUhV7Y2aJHjiszifg
"September 3, 2022 at 01:06PM",Don't Let the Green Grass Fool You,Wilson Pickett,79krwDoFzJ6dbNRwceAwgH,https://open.spotify.com/track/79krwDoFzJ6dbNRwceAwgH
"September 3, 2022 at 12:44AM",Clouded,Swim Mountain,1Z8i3tEf0UOz52gDU8vbu8,https://open.spotify.com/track/1Z8i3tEf0UOz52gDU8vbu8
"September 3, 2022 at 07:12PM",Clouded,Swim Mountain,1Z8i3tEf0UOz52gDU8vbu8,https://open.spotify.com/track/1Z8i3tEf0UOz52gDU8vbu8
"September 3, 2022 at 07:16PM",Chops,Argonaut & Wasp,0F6NRy1dhuXiRdD3VmuZVD,https://open.spotify.com/track/0F6NRy1dhuXiRdD3VmuZVD
"September 3, 2022 at 07:18PM",Don't Care,Carter Reeves,0dc7OAjoD8nPXzFSw3ZcQL,https://open.spotify.com/track/0dc7OAjoD8nPXzFSw3ZcQL
"September 3, 2022 at 07:22PM",All In My Head,NEIL FRANCES,3NgVBkXJoGRaX7CqCM2AJJ,https://open.spotify.com/track/3NgVBkXJoGRaX7CqCM2AJJ
"September 3, 2022 at 07:24PM",Hey Hi Hello,Danny and Alex,1BfQIp84k74zdpodU2TkR7,https://open.spotify.com/track/1BfQIp84k74zdpodU2TkR7
"September 3, 2022 at 07:27PM",Holiday,Danny Dwyer,0kvW3O8xkA4GHn2qad7UdY,https://open.spotify.com/track/0kvW3O8xkA4GHn2qad7UdY
"September 3, 2022 at 07:30PM",6:00 am,Max Pope,0CIE337E7VSR5tNdkJtqGh,https://open.spotify.com/track/0CIE337E7VSR5tNdkJtqGh
"September 3, 2022 at 07:33PM",Wake up the Soul,Superjava,2sm2rHm99A7du9Umi9WZGF,https://open.spotify.com/track/2sm2rHm99A7du9Umi9WZGF
"September 3, 2022 at 07:36PM",Autumn in NY,Huck,2wUYftXgLYXHTp0bhwLmKS,https://open.spotify.com/track/2wUYftXgLYXHTp0bhwLmKS
"September 3, 2022 at 07:38PM",Moonracer,Tommi Waring,3odWmLWTcGQc3ZIziKI8oh,https://open.spotify.com/track/3odWmLWTcGQc3ZIziKI8oh
"September 3, 2022 at 07:41PM",Beleev,Grebes,2R1LpLgulOgvYyMckAfdAC,https://open.spotify.com/track/2R1LpLgulOgvYyMckAfdAC
"September 3, 2022 at 07:43PM",Let Me Go,Kevin Holliday,72AHU2vbd65RfgOdh49kS6,https://open.spotify.com/track/72AHU2vbd65RfgOdh49kS6
"September 3, 2022 at 07:46PM",Boy,Purr,2yD8Af6ptCYPEf3tIfZEee,https://open.spotify.com/track/2yD8Af6ptCYPEf3tIfZEee
"September 3, 2022 at 07:49PM",Henry Says I Love You,Maryanne Bold,5tn11fd7ysfuDdnWNvRtPl,https://open.spotify.com/track/5tn11fd7ysfuDdnWNvRtPl
"September 3, 2022 at 07:53PM",Freedom,Pish,1PKLdqUNLdmUh0PeE3Nca2,https://open.spotify.com/track/1PKLdqUNLdmUh0PeE3Nca2
"September 3, 2022 at 07:57PM",Better Way,NEIL FRANCES,4iQWrcMoYEEN6HsIxTfs4U,https://open.spotify.com/track/4iQWrcMoYEEN6HsIxTfs4U
"September 3, 2022 at 07:59PM",Placid,Camp Howard,7AQyuoS2cEBNH6Fejb50Og,https://open.spotify.com/track/7AQyuoS2cEBNH6Fejb50Og
"September 3, 2022 at 08:02PM",Magic Oyster,The Fat Badgers,3nC4iLotIWb7yXRrAgCPzp,https://open.spotify.com/track/3nC4iLotIWb7yXRrAgCPzp
"September 3, 2022 at 08:05PM",Superbloom,Ruby Red,64mA6EQTOMVLpBE5lRP0t3,https://open.spotify.com/track/64mA6EQTOMVLpBE5lRP0t3
"September 3, 2022 at 08:08PM",Yeah You,More Fatter,2498THhwuGaXJ1hfhQfyzb,https://open.spotify.com/track/2498THhwuGaXJ1hfhQfyzb
"September 3, 2022 at 08:11PM",Thinkin' Freely,Selmer,27AjpwnTZVk2LcPR9tEH1e,https://open.spotify.com/track/27AjpwnTZVk2LcPR9tEH1e
"September 3, 2022 at 08:15PM",Hold Up,Tim Atlas,6QwWVA0Zsc1vdxdSl7ZJqB,https://open.spotify.com/track/6QwWVA0Zsc1vdxdSl7ZJqB
"September 3, 2022 at 08:18PM",If I Was a Number,Clones of Clones,1iH1oRl8PI4w8ClI86cNDy,https://open.spotify.com/track/1iH1oRl8PI4w8ClI86cNDy
"September 3, 2022 at 08:20PM",Pick Up,Donny Electric,28gWTbCkqscZe6f7CofWOn,https://open.spotify.com/track/28gWTbCkqscZe6f7CofWOn
"September 3, 2022 at 08:24PM",It's Nothing,Stray Fossa,0cWzGYfw4ArAQbvKVLm8LM,https://open.spotify.com/track/0cWzGYfw4ArAQbvKVLm8LM
"September 3, 2022 at 08:27PM",I Do,Mannequin Online,0Z9EGbaMazaUdxYafvWmiP,https://open.spotify.com/track/0Z9EGbaMazaUdxYafvWmiP
"September 3, 2022 at 08:30PM",Chardonnay,The Undercover Dream Lovers,55HFxVbykYWfFe9RzrCbEF,https://open.spotify.com/track/55HFxVbykYWfFe9RzrCbEF
"September 3, 2022 at 08:33PM",Speak Easy,Bridal Party,6yFE93yUSG81ZQ7Rcj5D0g,https://open.spotify.com/track/6yFE93yUSG81ZQ7Rcj5D0g
"September 3, 2022 at 08:37PM",Andy - Audiotree Live Version,Last Dinosaurs,7p1wKHq0Hrm7GdZmfxLEsn,https://open.spotify.com/track/7p1wKHq0Hrm7GdZmfxLEsn
"September 3, 2022 at 08:40PM",So Cool - San Cisco Remix,Mannequin Online,78LAP5cIHol9U7N5w5UlUm,https://open.spotify.com/track/78LAP5cIHol9U7N5w5UlUm
"September 3, 2022 at 08:43PM",Jukebox Cutie,Bridal Party,6NXEwelIKV5Yh27l9hP0vi,https://open.spotify.com/track/6NXEwelIKV5Yh27l9hP0vi
"September 3, 2022 at 08:46PM",At Some Point,Meyru,53cGf4fiLKg59xzsKNLb5E,https://open.spotify.com/track/53cGf4fiLKg59xzsKNLb5E
"September 3, 2022 at 08:49PM",MEGA HOT SUPER BABE,Little Bird,0CNgcJvwqJyO88W6uiqIV3,https://open.spotify.com/track/0CNgcJvwqJyO88W6uiqIV3
"September 3, 2022 at 08:54PM",Android Eyes,Gratis,4OZSiBu44SZ8MWi5uV7PyQ,https://open.spotify.com/track/4OZSiBu44SZ8MWi5uV7PyQ
"September 3, 2022 at 08:57PM",Try Harder,Cape Weather,60pABuxaAjVD2OjsAVjVZQ,https://open.spotify.com/track/60pABuxaAjVD2OjsAVjVZQ
"September 3, 2022 at 11:49PM",Overzealous,Gervais Sun,0C4WqmP5vds9Mge5BtdNXX,https://open.spotify.com/track/0C4WqmP5vds9Mge5BtdNXX
"September 3, 2022 at 11:52PM",If You Don't Wanna Know,Fake Laugh,4dgLNktM0emrEBuEarWYVO,https://open.spotify.com/track/4dgLNktM0emrEBuEarWYVO
"September 3, 2022 at 11:56PM",Young Mother,Youth Basketball,6pJxHj2pXldIFcIQqf62Xo,https://open.spotify.com/track/6pJxHj2pXldIFcIQqf62Xo
"September 3, 2022 at 11:59PM",Kid,meija,44lwALFmPaUko8qiGNfyh5,https://open.spotify.com/track/44lwALFmPaUko8qiGNfyh5
"September 4, 2022 at 12:02AM",Comeback Girl,Stoop Kids,0Ye34APi4SeImEiScNctgl,https://open.spotify.com/track/0Ye34APi4SeImEiScNctgl
"September 4, 2022 at 12:05AM",Burnt Out,Michael Vokes,0pBf8anG3r3bqZ1uEzSjld,https://open.spotify.com/track/0pBf8anG3r3bqZ1uEzSjld
"September 4, 2022 at 12:09AM",Permanent,Bad Sounds,652213vzMQxqWWBvL8ZcBe,https://open.spotify.com/track/652213vzMQxqWWBvL8ZcBe
"September 4, 2022 at 12:12AM",The Background,Gratis,24xoo0XjOj4oj3HSc0veDS,https://open.spotify.com/track/24xoo0XjOj4oj3HSc0veDS
"September 4, 2022 at 12:16AM",Boogie Juice,HalfNoise,6JOnGacSjt0YmrKqMeNNV0,https://open.spotify.com/track/6JOnGacSjt0YmrKqMeNNV0
"September 4, 2022 at 12:18AM",Nostalgia For The Present Moment,Jaunt,64qTQjDNaRCy35jePuPz6m,https://open.spotify.com/track/64qTQjDNaRCy35jePuPz6m
"September 4, 2022 at 12:22AM",Waiter,BOYO,2Mz8aW2a8SgX5G0oyH8IPV,https://open.spotify.com/track/2Mz8aW2a8SgX5G0oyH8IPV
"September 4, 2022 at 12:25AM",Tune In,Spendtime Palace,5e937wrzGfeRqrM5jC7ekc,https://open.spotify.com/track/5e937wrzGfeRqrM5jC7ekc
"September 4, 2022 at 12:29AM",Tense,King Velvet,2UDrRHM82zuH9Tcppk3Ymm,https://open.spotify.com/track/2UDrRHM82zuH9Tcppk3Ymm
"September 4, 2022 at 12:32AM",It's Not True Love,Bye Beneco,1pndFkLrgvWzgq05f3tj4v,https://open.spotify.com/track/1pndFkLrgvWzgq05f3tj4v
"September 4, 2022 at 12:35AM",The Peanut Butter Song,Maddie Jay,7KwEuZNOI2u6Lo3vj0q1hN,https://open.spotify.com/track/7KwEuZNOI2u6Lo3vj0q1hN
"September 4, 2022 at 12:38AM",Two Thirds of a Fifth,Dan Edmonds,5Nwzn8odoY3oV15EihEqAx,https://open.spotify.com/track/5Nwzn8odoY3oV15EihEqAx
"September 4, 2022 at 12:40AM",Wasted Emotion,Lady Legs,0ZZmAQqKebcdAHxSe3g5iP,https://open.spotify.com/track/0ZZmAQqKebcdAHxSe3g5iP
"September 4, 2022 at 12:44AM",Electric Honey,Con and The Éire Jordans,7H01qNaWldyovmHlbaNkPF,https://open.spotify.com/track/7H01qNaWldyovmHlbaNkPF
"September 4, 2022 at 12:48AM",A Way Out,The Undercover Dream Lovers,49msJ7xl3s6XrsGACoRP1g,https://open.spotify.com/track/49msJ7xl3s6XrsGACoRP1g
"September 4, 2022 at 12:52AM",Don't Say Shit You Don't Mean,Camp Howard,4ot2W5GgpeWRy9prVE9fzJ,https://open.spotify.com/track/4ot2W5GgpeWRy9prVE9fzJ
"September 4, 2022 at 01:09AM",unconditional,HOAX,3UovV8lX0HKvj0HorwCAb5,https://open.spotify.com/track/3UovV8lX0HKvj0HorwCAb5
"September 4, 2022 at 01:14AM",Lilac,Shimmertraps,19aj7vzIgjLMfqDOEGVssu,https://open.spotify.com/track/19aj7vzIgjLMfqDOEGVssu
"September 4, 2022 at 01:17AM",Clean,Not Kevin,74jwQOur45HvOErFAZVNVq,https://open.spotify.com/track/74jwQOur45HvOErFAZVNVq
"September 4, 2022 at 01:20AM",Always On,Kevin Holliday,229vtI5xw2poRJemO8cNn2,https://open.spotify.com/track/229vtI5xw2poRJemO8cNn2
"September 4, 2022 at 01:23AM",Fantasma IV,Stevie Zita,5wRteohfeB6V8iAHPZwANX,https://open.spotify.com/track/5wRteohfeB6V8iAHPZwANX
"September 4, 2022 at 01:26AM",Milkshake,St Francis Hotel,2nHiHpXRn2qBsrGbZSMP4u,https://open.spotify.com/track/2nHiHpXRn2qBsrGbZSMP4u
"September 4, 2022 at 01:28AM",Some Faith,Hello Forever,5gJ7BpCTnCYE4YSofYvYqP,https://open.spotify.com/track/5gJ7BpCTnCYE4YSofYvYqP
"September 4, 2022 at 01:31AM",Spam,Kuhr,2rKQ66AcKuYXHDwFJ7O0N9,https://open.spotify.com/track/2rKQ66AcKuYXHDwFJ7O0N9
"September 4, 2022 at 01:34AM",Who Are You on Your Own?,Matt Duncan,4fstSKMbFhOMVoJRMta25u,https://open.spotify.com/track/4fstSKMbFhOMVoJRMta25u
"September 4, 2022 at 01:38AM",Plane Ride,The Undercover Dream Lovers,0W1zCFmX3HqW8mxCh19adJ,https://open.spotify.com/track/0W1zCFmX3HqW8mxCh19adJ
"September 4, 2022 at 01:41AM",Warm,Stevan,5PauCXUcri0478Kt5SfU8A,https://open.spotify.com/track/5PauCXUcri0478Kt5SfU8A
"September 4, 2022 at 01:44AM",Saturn Return,Howard,4lvJiiUo4y9jUimIzdvIwz,https://open.spotify.com/track/4lvJiiUo4y9jUimIzdvIwz
